証券コード,企業名,17業種区分,年度,提出日,docID,EDINETコード,決算期間,売上高,営業利益,当期純利益,総資産,自己資本,流動資産,流動負債,固定資産,負債総額,営業CF,投資CF,財務CF,営業利益率,ROE,ROA,自己資本比率,流動比率,フリーCF,営業CFマージン,売上高成長率,営業利益成長率,当期純利益成長率,売上高(億円),営業利益(億円),当期純利益(億円),総資産(億円),自己資本(億円),流動資産(億円),流動負債(億円),固定資産(億円),負債総額(億円),営業CF(億円),投資CF(億円),財務CF(億円),フリーCF(億円)
1605,ＩＮＰＥＸ,エネルギー資源,2023,2023-03-29,S100QH2B,E00043,有価証券報告書－第17期(2022/01/01－2022/12/31),2324660000000.0,1246408000000.0,438276000000.0,6262304000000.0,4038361000000.0,729401000000.0,526740000000.0,5532903000000.0,2223943000000.0,751284000000.0,-525574000000.0,-241928000000.0,53.62,10.85,7.0,64.49,138.47,225710000000.0,32.32,86.81,111.02,96.49,23246.6,12464.08,4382.76,62623.04,40383.61,7294.01,5267.4,55329.03,22239.43,7512.84,-5255.74,-2419.28,2257.1
1605,ＩＮＰＥＸ,エネルギー資源,2024,2024-03-27,S100T4RJ,E00043,有価証券報告書－第18期(2023/01/01－2023/12/31),265246000000.0,21262000000.0,321708000000.0,2657503000000.0,1918170000000.0,415106000000.0,76368000000.0,2242397000000.0,739332000000.0,786324000000.0,-324347000000.0,-480339000000.0,8.02,16.77,12.11,72.18,543.56,461977000000.0,296.45,-88.59,-98.29,-26.6,2652.46,212.62,3217.08,26575.03,19181.7,4151.06,763.68,22423.97,7393.32,7863.24,-3243.47,-4803.39,4619.77
1662,石油資源開発,エネルギー資源,2022,2022-06-28,S100OGB7,E00041,有価証券報告書－第52期(令和3年4月1日－令和4年3月31日),249140000000.0,19809000000.0,-30988000000.0,471941000000.0,402770000000.0,226920000000.0,25241000000.0,245021000000.0,69171000000.0,-1052000000.0,52067000000.0,-70939000000.0,7.95,-7.69,-6.57,85.34,899.01,51015000000.0,-0.42,0.0,0.0,0.0,2491.4,198.09,-309.88,4719.41,4027.7,2269.2,252.41,2450.21,691.71,-10.52,520.67,-709.39,510.15
1662,石油資源開発,エネルギー資源,2023,2023-06-27,S100R3GX,E00041,有価証券報告書－第53期(2022/04/01－2023/03/31),336492000000.0,62085000000.0,67394000000.0,568180000000.0,457169000000.0,281791000000.0,64250000000.0,286388000000.0,111010000000.0,104581000000.0,-52723000000.0,-14506000000.0,18.45,14.74,11.86,80.46,438.59,51858000000.0,31.08,35.06,213.42,-317.48,3364.92,620.85,673.94,5681.8,4571.69,2817.91,642.5,2863.88,1110.1,1045.81,-527.23,-145.06,518.58
1662,石油資源開発,エネルギー資源,2024,2024-06-26,S100TTDA,E00041,有価証券報告書－第54期(2023/04/01－2024/03/31),325863000000.0,55247000000.0,53661000000.0,660928000000.0,537574000000.0,249768000000.0,49095000000.0,411160000000.0,123354000000.0,90564000000.0,-99659000000.0,-28596000000.0,16.95,9.98,8.12,81.34,508.74,-9095000000.0,27.79,-3.16,-11.01,-20.38,3258.63,552.47,536.61,6609.28,5375.74,2497.68,490.95,4111.6,1233.54,905.64,-996.59,-285.96,-90.95
1663,Ｋ＆Ｏエナジーグループ,エネルギー資源,2022,2022-03-31,S100NQRA,E30048,有価証券報告書－第8期(令和3年1月1日－令和3年12月31日),66070000000.0,3937000000.0,2846000000.0,99096000000.0,82117000000.0,36829000000.0,10830000000.0,62266000000.0,16978000000.0,6441000000.0,-7067000000.0,-961000000.0,5.96,3.47,2.87,82.87,340.06,-626000000.0,9.75,0.0,0.0,0.0,660.7,39.37,28.46,990.96,821.17,368.29,108.3,622.66,169.78,64.41,-70.67,-9.61,-6.26
1663,Ｋ＆Ｏエナジーグループ,エネルギー資源,2023,2023-03-29,S100QHCE,E30048,有価証券報告書－第9期(2022/01/01－2022/12/31),106200000000.0,7304000000.0,4766000000.0,109823000000.0,86385000000.0,42949000000.0,17639000000.0,66874000000.0,23438000000.0,12172000000.0,-9668000000.0,-1874000000.0,6.88,5.52,4.34,78.66,243.49,2504000000.0,11.46,60.74,85.52,67.46,1062.0,73.04,47.66,1098.23,863.85,429.49,176.39,668.74,234.38,121.72,-96.68,-18.74,25.04
1663,Ｋ＆Ｏエナジーグループ,エネルギー資源,2024,2024-03-27,S100T4WM,E30048,有価証券報告書－第10期(2023/01/01－2023/12/31),96298000000.0,9668000000.0,6464000000.0,111445000000.0,92929000000.0,44371000000.0,12631000000.0,67074000000.0,18516000000.0,11832000000.0,-8982000000.0,-1260000000.0,10.04,6.96,5.8,83.39,351.29,2850000000.0,12.29,-9.32,32.37,35.63,962.98,96.68,64.64,1114.45,929.29,443.71,126.31,670.74,185.16,118.32,-89.82,-12.6,28.5
1711,ＳＤＳホールディングス,建設・資材,2022,2022-06-29,S100OJP3,E05452,有価証券報告書－第37期(令和3年4月1日－令和4年3月31日),1034970000.0,-260694000.0,-333788000.0,921661000.0,596609000.0,899117000.0,271826000.0,22544000.0,325051000.0,-485253000.0,-13168000.0,854891000.0,-25.19,-55.95,-36.22,64.73,330.77,-498421000.0,-46.89,0.0,0.0,0.0,10.35,-2.61,-3.34,9.22,5.97,8.99,2.72,0.23,3.25,-4.85,-0.13,8.55,-4.98
1711,ＳＤＳホールディングス,建設・資材,2023,2023-06-30,S100RADQ,E05452,有価証券報告書－第38期(2022/04/01－2023/03/31),3445060000.0,-106801000.0,-270863000.0,4499292000.0,657199000.0,2890512000.0,2488409000.0,1608779000.0,3842092000.0,-717609000.0,-657523000.0,1287281000.0,-3.1,-41.21,-6.02,14.61,116.16,-1375132000.0,-20.83,232.87,-59.03,-18.85,34.45,-1.07,-2.71,44.99,6.57,28.91,24.88,16.09,38.42,-7.18,-6.58,12.87,-13.75
1711,ＳＤＳホールディングス,建設・資材,2024,2024-06-28,S100TXSX,E05452,有価証券報告書－第39期(2023/04/01－2024/03/31),4135838000.0,25661000.0,-105390000.0,3790177000.0,782876000.0,2509143000.0,1778657000.0,1281033000.0,3007300000.0,924633000.0,-150120000.0,-552800000.0,0.62,-13.46,-2.78,20.66,141.07,774513000.0,22.36,20.05,-124.03,-61.09,41.36,0.26,-1.05,37.9,7.83,25.09,17.79,12.81,30.07,9.25,-1.5,-5.53,7.75
1712,ダイセキ環境ソリューション,建設・資材,2022,2022-05-26,S100O4E3,E05444,有価証券報告書－第26期(令和3年3月1日－令和4年2月28日),17082000000.0,2102000000.0,1252000000.0,21279000000.0,15226000000.0,4083000000.0,4685000000.0,17196000000.0,6052000000.0,2350000000.0,-840000000.0,-1895000000.0,12.31,8.22,5.88,71.55,87.15,1510000000.0,13.76,0.0,0.0,0.0,170.82,21.02,12.52,212.79,152.26,40.83,46.85,171.96,60.52,23.5,-8.4,-18.95,15.1
1712,ダイセキ環境ソリューション,建設・資材,2023,2023-05-25,S100QT6G,E05444,有価証券報告書－第27期(2022/03/01－2023/02/28),16411000000.0,1373000000.0,724000000.0,21954000000.0,15945000000.0,5094000000.0,4520000000.0,16860000000.0,6008000000.0,1118000000.0,-659000000.0,-217000000.0,8.37,4.54,3.3,72.63,112.7,459000000.0,6.81,-3.93,-34.68,-42.17,164.11,13.73,7.24,219.54,159.45,50.94,45.2,168.6,60.08,11.18,-6.59,-2.17,4.59
1712,ダイセキ環境ソリューション,建設・資材,2024,2024-05-23,S100TH9M,E05444,有価証券報告書－第28期(2023/03/01－2024/02/29),24150000000.0,2792000000.0,1781000000.0,27351000000.0,17674000000.0,7930000000.0,5737000000.0,19421000000.0,9677000000.0,3225000000.0,-3184000000.0,1521000000.0,11.56,10.08,6.51,64.62,138.23,41000000.0,13.35,47.16,103.35,145.99,241.5,27.92,17.81,273.51,176.74,79.3,57.37,194.21,96.77,32.25,-31.84,15.21,0.41
1717,明豊ファシリティワークス,情報通信・サービスその他,2022,2022-06-24,S100OG6Q,E05377,有価証券報告書－第42期(令和3年4月1日－令和4年3月31日),4260273000.0,865391000.0,606270000.0,5718924000.0,4283727000.0,4780394000.0,750275000.0,938530000.0,1435197000.0,971499000.0,-166025000.0,-308904000.0,20.31,14.15,10.6,74.9,637.15,805474000.0,22.8,0.0,0.0,0.0,42.6,8.65,6.06,57.19,42.84,47.8,7.5,9.39,14.35,9.71,-1.66,-3.09,8.05
1717,明豊ファシリティワークス,情報通信・サービスその他,2023,2023-06-23,S100R32X,E05377,有価証券報告書－第43期(2022/04/01－2023/03/31),4761955000.0,958556000.0,651211000.0,6620805000.0,4624012000.0,5472308000.0,1263071000.0,1148497000.0,1996793000.0,210402000.0,-210331000.0,-336908000.0,20.13,14.08,9.84,69.84,433.25,71000.0,4.42,11.78,10.77,7.41,47.62,9.59,6.51,66.21,46.24,54.72,12.63,11.48,19.97,2.1,-2.1,-3.37,0.0
1717,明豊ファシリティワークス,情報通信・サービスその他,2024,2024-06-25,S100TSRM,E05377,有価証券報告書－第44期(2023/04/01－2024/03/31),5266180000.0,1068764000.0,790755000.0,7323942000.0,5084944000.0,5872652000.0,1463291000.0,1451290000.0,2238997000.0,738997000.0,-250189000.0,-379843000.0,20.29,15.55,10.8,69.43,401.33,488808000.0,14.03,10.59,11.5,21.43,52.66,10.69,7.91,73.24,50.85,58.73,14.63,14.51,22.39,7.39,-2.5,-3.8,4.89
1718,美樹工業,建設・資材,2022,2022-03-25,S100NQH7,E00315,有価証券報告書－第60期(令和3年1月1日－令和3年12月31日),26370060000.0,1266595000.0,731365000.0,30561859000.0,15885521000.0,13245597000.0,10437854000.0,17316261000.0,14676337000.0,3895391000.0,-983795000.0,-1309191000.0,4.8,4.6,2.39,51.98,126.9,2911596000.0,14.77,0.0,0.0,0.0,263.7,12.67,7.31,305.62,158.86,132.46,104.38,173.16,146.76,38.95,-9.84,-13.09,29.12
1718,美樹工業,建設・資材,2023,2023-03-24,S100QFT3,E00315,有価証券報告書－第61期(2022/01/01－2022/12/31),30758899000.0,1102197000.0,734690000.0,30998703000.0,16612269000.0,13814383000.0,11251166000.0,17184320000.0,14386434000.0,1198384000.0,-86967000.0,-1127562000.0,3.58,4.42,2.37,53.59,122.78,1111417000.0,3.9,16.64,-12.98,0.45,307.59,11.02,7.35,309.99,166.12,138.14,112.51,171.84,143.86,11.98,-0.87,-11.28,11.11
1718,美樹工業,建設・資材,2024,2024-03-26,S100T4AL,E00315,有価証券報告書－第62期(2023/01/01－2023/12/31),32203391000.0,1316246000.0,839527000.0,30118560000.0,17397618000.0,13251938000.0,8841646000.0,16866621000.0,12720941000.0,-2156060000.0,-219738000.0,1309295000.0,4.09,4.83,2.79,57.76,149.88,-2375798000.0,-6.7,4.7,19.42,14.27,322.03,13.16,8.4,301.19,173.98,132.52,88.42,168.67,127.21,-21.56,-2.2,13.09,-23.76
1719,安藤・間,建設・資材,2022,2022-06-29,S100OK9O,E00317,有価証券報告書－第19期(令和3年4月1日－令和4年3月31日),340293000000.0,26600000000.0,17671000000.0,295332000000.0,141682000000.0,228070000000.0,140388000000.0,67262000000.0,153650000000.0,-36086000000.0,-4549000000.0,-22565000000.0,7.82,12.47,5.98,47.97,162.46,-40635000000.0,-10.6,0.0,0.0,0.0,3402.93,266.0,176.71,2953.32,1416.82,2280.7,1403.88,672.62,1536.5,-360.86,-45.49,-225.65,-406.35
1719,安藤・間,建設・資材,2023,2023-06-29,S100R8S4,E00317,有価証券報告書－第20期(2022/04/01－2023/03/31),372146000000.0,19853000000.0,15187000000.0,318014000000.0,141324000000.0,245379000000.0,164217000000.0,72634000000.0,176689000000.0,32272000000.0,-4740000000.0,-18425000000.0,5.33,10.75,4.78,44.44,149.42,27532000000.0,8.67,9.36,-25.36,-14.06,3721.46,198.53,151.87,3180.14,1413.24,2453.79,1642.17,726.34,1766.89,322.72,-47.4,-184.25,275.32
1719,安藤・間,建設・資材,2024,2024-06-27,S100TUPC,E00317,有価証券報告書－第11期(2023/04/01－2024/03/31),394128000000.0,18591000000.0,13878000000.0,334145000000.0,154470000000.0,249938000000.0,166503000000.0,84207000000.0,179675000000.0,-11115000000.0,-6095000000.0,-9053000000.0,4.72,8.98,4.15,46.23,150.11,-17210000000.0,-2.82,5.91,-6.36,-8.62,3941.28,185.91,138.78,3341.45,1544.7,2499.38,1665.03,842.07,1796.75,-111.15,-60.95,-90.53,-172.1
1721,コムシスホールディングス,建設・資材,2022,2022-06-29,S100OHNZ,E00322,有価証券報告書－第19期(令和3年4月1日－令和4年3月31日),589028000000.0,42963000000.0,29208000000.0,524062000000.0,343489000000.0,322216000000.0,158764000000.0,201846000000.0,180573000000.0,5244000000.0,-11109000000.0,6171000000.0,7.29,8.5,5.57,65.54,202.95,-5865000000.0,0.89,0.0,0.0,0.0,5890.28,429.63,292.08,5240.62,3434.89,3222.16,1587.64,2018.46,1805.73,52.44,-111.09,61.71,-58.65
1721,コムシスホールディングス,建設・資材,2023,2023-06-29,S100R32B,E00322,有価証券報告書－第20期(2022/04/01－2023/03/31),563295000000.0,32104000000.0,19338000000.0,502133000000.0,346725000000.0,303983000000.0,134446000000.0,198149000000.0,155407000000.0,61781000000.0,-6843000000.0,-48233000000.0,5.7,5.58,3.85,69.05,226.1,54938000000.0,10.97,-4.37,-25.28,-33.79,5632.95,321.04,193.38,5021.33,3467.25,3039.83,1344.46,1981.49,1554.07,617.81,-68.43,-482.33,549.38
1721,コムシスホールディングス,建設・資材,2024,2024-06-27,S100TUQG,E00322,有価証券報告書－第21期(2023/04/01－2024/03/31),571186000000.0,39221000000.0,27453000000.0,514647000000.0,368055000000.0,302347000000.0,124327000000.0,212300000000.0,146591000000.0,44275000000.0,-15941000000.0,-17214000000.0,6.87,7.46,5.33,71.52,243.19,28334000000.0,7.75,1.4,22.17,41.96,5711.86,392.21,274.53,5146.47,3680.55,3023.47,1243.27,2123.0,1465.91,442.75,-159.41,-172.14,283.34
1723,日本電技,建設・資材,2022,2022-06-29,S100OGB0,E00313,有価証券報告書－第63期(令和3年4月1日－令和4年3月31日),31669000000.0,4074000000.0,3029000000.0,38571000000.0,28865000000.0,25305000000.0,8953000000.0,13265000000.0,9705000000.0,1357000000.0,-1435000000.0,-1067000000.0,12.86,10.49,7.85,74.84,282.64,-78000000.0,4.28,0.0,0.0,0.0,316.69,40.74,30.29,385.71,288.65,253.05,89.53,132.65,97.05,13.57,-14.35,-10.67,-0.78
1723,日本電技,建設・資材,2023,2023-06-29,S100R6II,E00313,有価証券報告書－第64期(2022/04/01－2023/03/31),34308000000.0,4502000000.0,3167000000.0,43290000000.0,31077000000.0,27784000000.0,11431000000.0,15505000000.0,12212000000.0,3518000000.0,-2201000000.0,-989000000.0,13.12,10.19,7.32,71.79,243.06,1317000000.0,10.25,8.33,10.51,4.56,343.08,45.02,31.67,432.9,310.77,277.84,114.31,155.05,122.12,35.18,-22.01,-9.89,13.17
1723,日本電技,建設・資材,2024,2024-06-27,S100TRXG,E00313,有価証券報告書－第65期(2023/04/01－2024/03/31),38894000000.0,6248000000.0,4672000000.0,46021000000.0,34460000000.0,28289000000.0,10382000000.0,17732000000.0,11561000000.0,4272000000.0,-2117000000.0,-2111000000.0,16.06,13.56,10.15,74.88,272.48,2155000000.0,10.98,13.37,38.78,47.52,388.94,62.48,46.72,460.21,344.6,282.89,103.82,177.32,115.61,42.72,-21.17,-21.11,21.55
1724,シンクレイヤ,建設・資材,2022,2022-03-31,S100NSG3,E05326,有価証券報告書－第60期(令和3年1月1日－令和3年12月31日),13061000000.0,1208000000.0,871000000.0,10335000000.0,5040000000.0,7112000000.0,4212000000.0,3223000000.0,5295000000.0,661000000.0,-187000000.0,121000000.0,9.25,17.28,8.43,48.77,168.85,474000000.0,5.06,0.0,0.0,0.0,130.61,12.08,8.71,103.35,50.4,71.12,42.12,32.23,52.95,6.61,-1.87,1.21,4.74
1724,シンクレイヤ,建設・資材,2023,2023-03-31,S100QI8D,E05326,有価証券報告書－第61期(2022/01/01－2022/12/31),9965000000.0,414000000.0,294000000.0,11333000000.0,5332000000.0,8043000000.0,4930000000.0,3289000000.0,6000000000.0,-1703000000.0,-341000000.0,2022000000.0,4.15,5.51,2.59,47.05,163.14,-2044000000.0,-17.09,-23.7,-65.73,-66.25,99.65,4.14,2.94,113.33,53.32,80.43,49.3,32.89,60.0,-17.03,-3.41,20.22,-20.44
1724,シンクレイヤ,建設・資材,2024,2024-03-29,S100T4J1,E05326,有価証券報告書－第62期(2023/01/01－2023/12/31),10443000000.0,546000000.0,433000000.0,10686000000.0,5683000000.0,6986000000.0,4084000000.0,3699000000.0,5002000000.0,2162000000.0,-273000000.0,-2301000000.0,5.23,7.62,4.05,53.18,171.06,1889000000.0,20.7,4.8,31.88,47.28,104.43,5.46,4.33,106.86,56.83,69.86,40.84,36.99,50.02,21.62,-2.73,-23.01,18.89
1726,ビーアールホールディングス,建設・資材,2022,2022-06-20,S100O9HR,E00312,有価証券報告書－第20期(令和3年4月1日－令和4年3月31日),35899000000.0,2289000000.0,1527000000.0,33961000000.0,13296000000.0,27949000000.0,17737000000.0,6012000000.0,20665000000.0,20000000.0,-520000000.0,-639000000.0,6.38,11.48,4.5,39.15,157.57,-500000000.0,0.06,0.0,0.0,0.0,358.99,22.89,15.27,339.61,132.96,279.49,177.37,60.12,206.65,0.2,-5.2,-6.39,-5.0
1726,ビーアールホールディングス,建設・資材,2023,2023-06-19,S100QY0V,E00312,有価証券報告書－第21期(2022/04/01－2023/03/31),36022000000.0,1636000000.0,1025000000.0,40355000000.0,13842000000.0,34553000000.0,20821000000.0,5802000000.0,26513000000.0,-5703000000.0,-75000000.0,6173000000.0,4.54,7.4,2.54,34.3,165.95,-5778000000.0,-15.83,0.34,-28.53,-32.87,360.22,16.36,10.25,403.55,138.42,345.53,208.21,58.02,265.13,-57.03,-0.75,61.73,-57.78
1726,ビーアールホールディングス,建設・資材,2024,2024-06-19,S100TN18,E00312,有価証券報告書－第22期(2023/04/01－2024/03/31),40259000000.0,2062000000.0,1353000000.0,42351000000.0,14448000000.0,36367000000.0,24403000000.0,5984000000.0,27903000000.0,233000000.0,-424000000.0,187000000.0,5.12,9.36,3.19,34.11,149.03,-191000000.0,0.58,11.76,26.04,32.0,402.59,20.62,13.53,423.51,144.48,363.67,244.03,59.84,279.03,2.33,-4.24,1.87,-1.91
1736,オーテック,建設・資材,2022,2022-06-29,S100OJ3H,E00304,有価証券報告書－第74期(令和3年4月1日－令和4年3月31日),25410370000.0,1923854000.0,1349816000.0,26767607000.0,17863227000.0,17480992000.0,7721098000.0,9286615000.0,8904380000.0,1064696000.0,-639466000.0,-411135000.0,7.57,7.56,5.04,66.73,226.41,425230000.0,4.19,0.0,0.0,0.0,254.1,19.24,13.5,267.68,178.63,174.81,77.21,92.87,89.04,10.65,-6.39,-4.11,4.25
1736,オーテック,建設・資材,2023,2023-06-29,S100QXFG,E00304,有価証券報告書－第75期(2022/04/01－2023/03/31),26138165000.0,1953747000.0,1246207000.0,28339248000.0,18479489000.0,18218599000.0,8556130000.0,10120648000.0,9859758000.0,779632000.0,-978027000.0,-842098000.0,7.47,6.74,4.4,65.21,212.93,-198395000.0,2.98,2.86,1.55,-7.68,261.38,19.54,12.46,283.39,184.79,182.19,85.56,101.21,98.6,7.8,-9.78,-8.42,-1.98
1736,オーテック,建設・資材,2024,2024-06-26,S100TRQW,E00304,有価証券報告書－第76期(2023/04/01－2024/03/31),29374185000.0,2026742000.0,1386590000.0,31797724000.0,20255716000.0,19774953000.0,10096542000.0,12022770000.0,11542008000.0,2779570000.0,-842961000.0,-187530000.0,6.9,6.85,4.36,63.7,195.86,1936609000.0,9.46,12.38,3.74,11.26,293.74,20.27,13.87,317.98,202.56,197.75,100.97,120.23,115.42,27.8,-8.43,-1.88,19.37
1758,太洋基礎工業,建設・資材,2022,2022-04-25,S100NXQ7,E00287,有価証券報告書－第55期(令和3年2月1日－令和4年1月31日),12933901000.0,575896000.0,474025000.0,10556130000.0,7868841000.0,6997649000.0,2243696000.0,3558481000.0,2687289000.0,1148317000.0,-129393000.0,-109242000.0,4.45,6.02,4.49,74.54,311.88,1018924000.0,8.88,0.0,0.0,0.0,129.34,5.76,4.74,105.56,78.69,69.98,22.44,35.58,26.87,11.48,-1.29,-1.09,10.19
1758,太洋基礎工業,建設・資材,2023,2023-04-24,S100QN33,E00287,有価証券報告書－第56期(2022/02/01－2023/01/31),14709755000.0,797282000.0,613516000.0,12171696000.0,8619671000.0,8242445000.0,2855169000.0,3929251000.0,3552024000.0,191415000.0,-275209000.0,338635000.0,5.42,7.12,5.04,70.82,288.69,-83794000.0,1.3,13.73,38.44,29.43,147.1,7.97,6.14,121.72,86.2,82.42,28.55,39.29,35.52,1.91,-2.75,3.39,-0.84
1758,太洋基礎工業,建設・資材,2024,2024-04-24,S100TBJE,E00287,有価証券報告書－第57期(2023/02/01－2024/01/31),14571648000.0,225316000.0,212225000.0,11640346000.0,8715153000.0,7300339000.0,2386167000.0,4340006000.0,2925193000.0,858751000.0,-343473000.0,-497489000.0,1.55,2.44,1.82,74.87,305.94,515278000.0,5.89,-0.94,-71.74,-65.41,145.72,2.25,2.12,116.4,87.15,73.0,23.86,43.4,29.25,8.59,-3.43,-4.97,5.15
1762,高松コンストラクショングループ,建設・資材,2022,2022-06-23,S100ODJG,E00285,有価証券報告書－第57期(令和3年4月1日－令和4年3月31日),263907000000.0,11225000000.0,6727000000.0,236719000000.0,121471000000.0,176582000000.0,86465000000.0,60137000000.0,115247000000.0,2513000000.0,-6547000000.0,-1179000000.0,4.25,5.54,2.84,51.31,204.22,-4034000000.0,0.95,0.0,0.0,0.0,2639.07,112.25,67.27,2367.19,1214.71,1765.82,864.65,601.37,1152.47,25.13,-65.47,-11.79,-40.34
1762,高松コンストラクショングループ,建設・資材,2023,2023-06-22,S100QZBE,E00285,有価証券報告書－第58期(2022/04/01－2023/03/31),282495000000.0,12038000000.0,7534000000.0,233963000000.0,127759000000.0,168709000000.0,77075000000.0,65254000000.0,106204000000.0,-6281000000.0,-5351000000.0,-19556000000.0,4.26,5.9,3.22,54.61,218.89,-11632000000.0,-2.22,7.04,7.24,12.0,2824.95,120.38,75.34,2339.63,1277.59,1687.09,770.75,652.54,1062.04,-62.81,-53.51,-195.56,-116.32
1762,高松コンストラクショングループ,建設・資材,2024,2024-06-20,S100TMRF,E00285,有価証券報告書－第59期(2023/04/01－2024/03/31),312680000000.0,11651000000.0,9165000000.0,245149000000.0,134069000000.0,179605000000.0,81436000000.0,65543000000.0,111079000000.0,-10476000000.0,-2066000000.0,3244000000.0,3.73,6.84,3.74,54.69,220.55,-12542000000.0,-3.35,10.69,-3.21,21.65,3126.8,116.51,91.65,2451.49,1340.69,1796.05,814.36,655.43,1110.79,-104.76,-20.66,32.44,-125.42
1766,東建コーポレーション,建設・資材,2022,2022-07-29,S100OT9L,E00281,有価証券報告書－第46期(令和3年5月1日－令和4年4月30日),311586000000.0,15039000000.0,10275000000.0,194153000000.0,113424000000.0,135251000000.0,52511000000.0,58901000000.0,80728000000.0,2938000000.0,-1288000000.0,-2969000000.0,4.83,9.06,5.29,58.42,257.57,1650000000.0,0.94,0.0,0.0,0.0,3115.86,150.39,102.75,1941.53,1134.24,1352.51,525.11,589.01,807.28,29.38,-12.88,-29.69,16.5
